Site,Seq,Structure Designation,cycle,Inspection year,Last Inspection,Highway,Year Built,type-full,Type,Feature Intersect,UTM_X,UTM_Y
6625,00,Water Control Culvert ,6,2023,2017,000,0,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Ashern Drain,539486.368,5670552.2
6631,00,Water Control Culvert ,6,2023,2017,000,0,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Ashern Drain,536534.853,5670530.874
6633,00,Water Control Culvert ,6,2023,2017,000,0,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Ashern Drain,537234.685,5670534.864
6651,00,Water Control Culvert ,6,2023,2017,000,0,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Boundary Drain,542572,5677121.913
6660,00,Water Control Culvert ,6,2023,2017,000,0,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Ditchfield Drain,539342.696,5676918.614
6661,00,Water Control Culvert ,6,2023,2017,000,0,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Little Dog Lake Drain,554262.777,5643268.81
6662,00,Water Control Culvert ,6,2019,2017,417,0,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Pine Lake Drain,545633.172,5634450.437
6754,00,Water Control Culvert ,6,2023,2017,000,0,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Deep Creek,579827.542,5546769.87
6773,00,Water Control Culvert ,6,2023,2017,000,0,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Manning Canal,670360.532,5488463.013
6917,00,Water Control Culvert ,6,2022,2016,000,0,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,North Crooked Lake Drain,633578,5647577
6918,00,Water Control Culvert ,6,2022,2016,000,0,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,North Crooked Lake Drain,632763.163,5647962.206
6919,00,Water Control Culvert ,6,2022,2016,000,0,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,North Crooked Lake Drain,631123.655,5648296.119
6922,00,Water Control Culvert ,6,2023,2017,000,1981,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Barickman Coulee,599198.373,5531618.705
6923,00,Water Control Culvert ,6,2023,2017,000,1979,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Elm Creek Channel,587570.093,5527235.392
6924,00,Water Control Culvert ,6,2023,2017,000,0,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Mill Creek,593867.43,5537464.705
6925,00,Water Control Culvert ,6,2023,2017,000,1990,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Barickman Coulee,599136.5,5529713.051
6992,00,Water Control Culvert ,6,2023,2017,000,1968,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Small Creek,836571.704,5720218.201
7035,00,Water Control Culvert ,6,2023,2017,000,1982,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Small Creek,847651.813,5725865.862
7693,00,Water Control Culvert ,6,2022,2016,000,1986,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Omands Creek,625392.162,5533377.488
7778,10,Water Control Culvert ,6,2022,2016,000,1989,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Allison Drain,601417.97,5497443.42
7974,10,Water Control Culvert ,6,2018,N/A,000,0,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,South Buffalo Outflow,594960.357,5433267.858
7975,10,Water Control Culvert ,6,2018,N/A,000,0,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Buffalo Drain,593843.805,5429966.229
7979,00,Water Control Culvert ,6,2018,N/A,000,0,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Drain,591278.966,5430731.319
7980,10,Water Control Culvert ,6,2018,N/A,000,1960,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,"Buffalo Lake Channel, South Branch Extension",589637.879,5430528.518
7982,10,Water Control Culvert ,6,2018,N/A,000,0,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,"Buffalo Lake Channel, South Branch Extension",587997.437,5430691.764
7987,00,Water Control Culvert ,6,2018,N/A,000,0,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Drain,584736.558,5429144.782
8533,00,Water Control Culvert ,6,2018,N/A,000,0,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Lydiatt-Cloverleaf Drain,680948.918,5541985.368
8573,10,Water Control Culvert ,6,2018,N/A,000,2000,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Oneschuk Drain,680168.539,5564838.942
8715,00,Water Control Culvert ,6,2018,N/A,000,1999,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Lydiatt-Cloverleaf Drain,682124.964,5542023.339
8721,10,Water Control Culvert ,6,2018,N/A,000,1975,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Van Shepdale Drain,665558.746,5564547.133
8724,10,Water Control Culvert ,6,2018,N/A,000,1975,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Van Shepdale Drain,664496.135,5564494.22
8725,10,Water Control Culvert ,6,2018,N/A,000,1975,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Van Shepdale Drain,665193.431,5564521.749
11,00,Access/Service/Etc. ,4,2020,2016,059,2011,Steel truss,ST,"OverPass, PTH 59N",647702.037,5543191.319
122,04,"PTH, PR Str. ",2,2019,2017,044,1927,Steel truss,ST,Brokenhead River,681398.158,5548612.647
1321,00,"PTH, PR Str. ",2,2019,2017,346,1927,Steel truss,ST,Souris River,436691.182,5479182.59
1716,00,"PTH, PR Str. ",2,2018,2016,640,1928,Steel truss,ST,Mossey River,435560.602,5721370.666
67,00,Water Control Bridge ,4,2019,2015,000,0,Steel truss,ST,Vita Drain,662980.132,5449466.411
2431,00,"PTH, PR Str. ",2,2019,2017,204,1935,Steel truss,ST,Red River,652241.475,5556542.158
1027,00,"PTH, PR Str. ",2,2018,2016,250,1946,Steel truss,ST,Assiniboine River,406537.788,5528228.221
2427,00,"PTH, PR Str. ",2,2018,2017,248,1948,Steel truss,ST,Assiniboine River,588829.534,5540696.568
9,00,"PTH, PR Str. ",2,2018,2016,328,1964,Steel truss,ST,Waterhen River,462267.176,5742263.559
3329,00,"PTH, PR Str. ",2,2018,2016,391,1970,Steel truss,ST,Churchill River,439204.721,6261697.685
2747,00,"PTH, PR Str. ",2,2018,2016,583,1972,Steel truss,ST,Shell River,336770.685,5671816.432
629,00,"PTH, PR Str. ",2,2018,2016,366,1975,Steel truss,ST,Valley River,381511.804,5672017.582
4244,00,"PTH, PR Str. ",2,2018,2016,280,1979,Steel truss,ST,Odei River,602221.001,6206581.236
4465,00,"PTH, PR Str. ",2,2018,2016,000,1981,Steel truss,ST,"Nelson River, East Channel",576301.58,5982204.931
1766,10,"PTH, PR Str. ",2,2018,2016,591,1983,Steel truss,ST,Shell River,343211.22,5680618.609
3388,11,"PTH, PR Str. ",2,2018,2016,391,1984,Steel truss,ST,Footprint River,503605.939,6195419.144
3338,00,"PTH, PR Str. ",2,2018,2016,280,1986,Steel truss,ST,Assean River,684765.523,6249767.743
4058,10,"PTH, PR Str. ",2,2018,2016,373,1987,Steel truss,ST,Minago River,555084.664,6046129.589
4480,10,"PTH, PR Str. ",2,2018,2016,373,1991,Steel truss,ST,Jack River,579370.924,5981920.005
6328,00,PR Str. ,4,2019,2017,000,1948,Steel truss,ST,"Qu""Appelle River",334945.815,5590622.541
2506,10,"PTH, PR Str. ",2,2019,2017,200,1996,Steel trapazoid girder,STG,Red River,630025.895,5429278.939
2735,10,"PTH, PR Str. ",2,2019,2017,201,2009,Steel trapazoid girder,STG,Red River,627329.072,5443528.219
39,00,MI Culvert ,6,2018,2012,002,1950,Timber culvert,T,Ditch,535296.216,5499911.982
331,00,MI Culvert ,4,2019,2015,002,1950,Timber culvert,T,Cattle Pass,362518.335,5492251.226
583,00,MI Culvert ,4,2018,2014,045,1964,Timber culvert,T,Oak River,390439.351,5601559.358
770,00,MI Culvert ,4,2021,2017,005,0,Timber culvert,T,Cattle Pass,346401.907,5675384.531
1414,00,MI Culvert ,6,2018,2017,471,1971,Timber culvert,T,"Logan""s Creek",450112.725,5575437.06
1707,00,MI Culvert ,6,2018,2017,471,1966,Timber culvert,T,Neepawa Creek,452485.657,5575288.917
1747,00,MI Culvert ,4,2018,2014,005,1956,Timber culvert,T,Cattle Pass,352259.974,5673568.383
1754,00,MI Culvert ,4,2021,2017,005,1954,Timber culvert,T,Cattle Pass,344236.126,5676390.455
1762,00,MI Culvert ,4,2021,2017,005,1956,Timber culvert,T,Cattle Pass,349474.745,5675265.262
2067,00,MI Culvert ,6,2019,2017,320,1930,Timber culvert,T,Drain,654012.573,5564519.933
2072,00,MI Culvert ,6,2020,2016,482,0,Timber culvert,T,Drain,337534.288,5644979.511
2136,00,MI Culvert ,6,2023,2017,16A,0,Timber culvert,T,Lane X-ing (16A),440015.945,5566211.64
2159,00,MI Culvert ,4,2019,2017,003,1960,Timber culvert,T,Creek,497246.732,5437292.684
2161,00,MI Culvert ,4,2019,2017,03A,1931,Timber culvert,T,Creek,497626.303,5438249.385
2162,00,MI Culvert ,6,2019,2013,03A,1931,Timber culvert,T,Ditch,497601.621,5437964.722
2256,00,MI Culvert ,4,2018,2014,010,1935,Timber culvert,T,Drain,390915.918,5743602.683
2344,00,MI Culvert ,4,2018,2014,010,1968,Timber culvert,T,Mistik Creek,338621.79,6059568.444
2447,00,MI Culvert ,4,2019,2017,010,1942,Timber culvert,T,Creek,432981.454,5538809.248
2505,00,MI Culvert ,4,2019,2015,044,1946,Timber culvert,T,Miry Creek,646740.245,5550188.814
2519,01,MI Culvert ,4,2019,2015,001,1947,Timber culvert,T,Cattle Pass,448230.911,5527526.742
2568,00,MI Culvert ,6,2018,2012,002,1950,Timber culvert,T,Ditch,534046.565,5499905.244
2745,00,MI Culvert ,6,2018,2012,257,1954,Timber culvert,T,"Gopher Creek, Branch",344127.699,5523360.031
2762,00,MI Culvert ,6,2018,2012,000,1955,Timber culvert,T,Ditch,466217.409,5603219.709
2868,00,MI Culvert ,4,2018,2017,005,1957,Timber culvert,T,Drain,464858.829,5645864.117
2896,00,MI Culvert ,4,2018,2014,041,1957,Timber culvert,T,Drain,339059.711,5596844.932
2964,00,MI Culvert ,6,2019,2013,010,1958,Timber culvert,T,Ditch,435453.649,5579043.263
2965,00,MI Culvert ,6,2019,2013,010,1958,Timber culvert,T,Ditch,435464.826,5579724.374
3034,00,MI Culvert ,4,2018,2014,059,1959,Timber culvert,T,Cattle Pass,652273.597,5460071.928
3054,00,MI Culvert ,4,2019,2017,020,1960,Timber culvert,T,Drain,425043.97,5726638.139
3059,00,MI Culvert ,6,2019,2013,201,1959,Timber culvert,T,Drain,646958.051,5444251.478
3061,00,MI Culvert ,6,2023,2017,201,1959,Timber culvert,T,"Jordan River, North Branch",656569.915,5444526.839
3109,00,MI Culvert ,4,2018,2016,023,1960,Timber culvert,T,Oak Creek,480901.706,5470289.687
3151,00,MI Culvert ,4,2018,2014,10A,1976,Timber culvert,T,Ross Creek,316136.132,6072815.635
3201,00,MI Culvert ,6,2019,2017,244,1961,Timber culvert,T,Pembina River Tributary,533089.45,5460788.232
4180,00,MI Culvert ,6,2019,2013,005,1955,Timber culvert,T,Ditch,466846.614,5603412.843
1,00,Water Control Bridge ,4,2020,2016,000,1966,Timber bridge,TB,Main Drain,635123.205,5444912.5
3814,00,"PTH, PR Str. ",2,2018,2016,077,0,Timber bridge,TB,Drain,350454.027,5850332.281
15,00,Water Control Bridge ,4,2020,2016,000,1964,Timber bridge,TB,Icelandic River,629513.121,5641331.233
20,00,PR Str. ,4,2021,2017,307,1963,Timber bridge,TB,Rennie River,740679.035,5556987.487
1679,00,"PTH, PR Str. ",2,2018,2017,026,1928,Timber bridge,TB,Long Lake Drain,588787.329,5541020.358
26,00,Water Control Bridge ,4,2021,2017,000,1969,Timber bridge,TB,Stewart Drain,641785.381,5447210.041
34,04,Access/Service/Etc. ,4,2019,2015,101,1965,Timber bridge,TB,West Colony Creek,620442.73,5534589.01
35,03,Access/Service/Etc. ,4,2019,2015,101,1965,Timber bridge,TB,West Colony Creek,620542.741,5534525.617
46,00,Water Control Bridge ,4,2021,2017,000,1969,Timber bridge,TB,Stewart Drain,643405.875,5446534.545
51,00,Water Control Bridge ,4,2020,2016,000,1916,Timber bridge,TB,Icelandic River,620445.129,5642380.28
57,04,Access/Service/Etc. ,4,2020,2016,075,1984,Timber bridge,TB,Drain,634873,5503170.902
57,03,Access/Service/Etc. ,4,2021,2017,075,1984,Timber bridge,TB,Drain,634976.239,5503259.562
68,10,Water Control Bridge ,4,2019,2015,968,1982,Timber bridge,TB,Vita Drain,676168.373,5446742.229
69,00,Water Control Bridge ,4,2018,2014,968,1979,Timber bridge,TB,Vita Drain,677812.885,5446775.491
79,00,Water Control Bridge ,4,2020,2016,000,1915,Timber bridge,TB,Pipestone Creek,359795.747,5495651.16
87,00,Water Control Bridge ,4,2020,2016,000,1966,Timber bridge,TB,St. Malo Canal,646421.66,5465582.03
99,00,Water Control Bridge ,4,2019,2015,000,1970,Timber bridge,TB,Tourond Creek,638169.964,5490012.357
101,00,Water Control Bridge ,4,2019,2015,000,1968,Timber bridge,TB,D-20 Drain,639424.741,5493317.796
104,00,Water Control Bridge ,4,2019,2017,000,0,Timber bridge,TB,Tourond Creek,652445.102,5484663.575
105,00,Water Control Bridge ,4,2020,2016,000,0,Timber bridge,TB,Tourond Creek,655468.522,5480626.942
106,00,Water Control Bridge ,4,2021,2017,000,1971,Timber bridge,TB,Tourond Creek,655872.068,5480106.339
108,00,Water Control Bridge ,4,2021,2017,000,1974,Timber bridge,TB,Tourond Creek,656630.521,5479017.405
1099,00,"PTH, PR Str. ",2,2018,2016,10A,1938,Timber bridge,TB,"Shanty Creek, 10A",403054.304,5708962.191
117,00,PR Str. ,4,2021,2017,488,1960,Timber bridge,TB,Roaring River,345122.149,5759929.286
974,00,"PTH, PR Str. ",2,2019,2017,026,1940,Timber bridge,TB,Drain,597272.588,5536268.273
123,00,Water Control Bridge ,4,2019,2015,000,1968,Timber bridge,TB,Prefontaine Drain,640909.032,5499925.713
126,00,PR Str. ,4,2019,2015,564,1961,Timber bridge,TB,Oak River,395219.076,5537449.494
127,00,Water Control Bridge ,4,2019,2015,000,1968,Timber bridge,TB,Prefontaine Drain,641701.276,5499928.317
128,00,Water Control Bridge ,4,2019,2015,000,1968,Timber bridge,TB,Prefontaine Drain,642532.509,5499949.574
129,00,Water Control Bridge ,4,2019,2015,000,1968,Timber bridge,TB,Prefontaine Drain,643603.94,5499975.486
130,00,Water Control Bridge ,4,2019,2015,000,1968,Timber bridge,TB,Prefontaine Drain,644172.973,5499991.494
131,00,Water Control Bridge ,4,2020,2016,000,0,Timber bridge,TB,Prefontaine Drain,644964.805,5498387
135,00,Water Control Bridge ,4,2021,2017,000,1968,Timber bridge,TB,Fishtown Creek,361417.395,5812856.197
138,00,Water Control Bridge ,4,2021,2017,000,1968,Timber bridge,TB,D-20 Drain,642724.943,5493399.238
139,00,Water Control Bridge ,4,2021,2017,000,1968,Timber bridge,TB,Fishtown Creek,359810.73,5813006.833
140,00,Water Control Bridge ,4,2021,2017,000,1968,Timber bridge,TB,D-20 Drain,644363.679,5493439.472
142,00,Water Control Bridge ,4,2018,2016,000,1968,Timber bridge,TB,Manning Canal,651213.759,5500176.832
143,00,Water Control Bridge ,4,2021,2017,000,1976,Timber bridge,TB,Manning Canal,654109.342,5497806.176
148,00,Water Control Bridge ,4,2020,2016,000,1966,Timber bridge,TB,Manning Canal,659135.43,5495079.17
149,00,Water Control Bridge ,4,2020,2016,000,1966,Timber bridge,TB,Manning Canal,662251.015,5493392.237
154,00,PR Str. ,4,2019,2015,227,1965,Timber bridge,TB,Willowbend Creek,535447.271,5550750.095
155,00,Access/Service/Etc. ,4,2019,2015,632,1957,Timber bridge,TB,Rat Creek,538041.491,5544979.588
160,00,Water Control Bridge ,4,2020,2016,000,1969,Timber bridge,TB,Fishtown Creek,363047.632,5812899.55
161,00,Water Control Bridge ,4,2018,2014,000,1971,Timber bridge,TB,Jarosz Drain,373575.982,5775369.5
162,00,Water Control Bridge ,4,2021,2017,000,1968,Timber bridge,TB,Jarosz Drain,373552.015,5774796.797
165,00,Water Control Bridge ,4,2018,N/A,000,1966,Timber bridge,TB,Manning Canal,663839.405,5493158.145
167,00,Water Control Bridge ,4,2018,2014,000,1964,Timber bridge,TB,Norquay Channel,585101.437,5490619.126
169,00,Water Control Bridge ,4,2021,2017,000,1971,Timber bridge,TB,Manning Canal,663902.062,5493053.4
173,00,Water Control Bridge ,4,2020,2016,000,0,Timber bridge,TB,Manning Canal,665217.154,5492232.67
176,04,Access/Service/Etc. ,4,2020,2016,075,1983,Timber bridge,TB,Drain,634244,5507300
176,03,Access/Service/Etc. ,4,2021,2017,075,1983,Timber bridge,TB,Drain,634386.27,5507395.618
303,00,"PTH, PR Str. ",2,2018,2016,012,1951,Timber bridge,TB,Bachman East Drain,678878.396,5555058.837
188,00,Water Control Bridge ,4,2020,2016,000,1971,Timber bridge,TB,LaFlacheur Drain,369092.725,5791359.96
190,00,Water Control Bridge ,4,2020,2016,000,1971,Timber bridge,TB,LaFlacheur Drain,368798.028,5791687.783
191,00,Water Control Bridge ,4,2020,2016,000,1971,Timber bridge,TB,LaFlacheur Drain,370727.081,5791619.974
194,00,Water Control Bridge ,4,2019,2017,000,1968,Timber bridge,TB,Avonlea Drain,355813.655,5782334.127
208,00,Water Control Bridge ,4,2020,2016,000,1966,Timber bridge,TB,Manning Canal,665570.59,5491833.89
224,00,Water Control Bridge ,4,2020,2016,000,1968,Timber bridge,TB,Kemulch Creek,351357.866,5796775.433
225,00,PR Str. ,4,2019,2015,582,1975,Timber bridge,TB,Ochre River,445381.612,5647680.763
228,00,Water Control Bridge ,4,2018,2016,000,1968,Timber bridge,TB,Lady Hubble Creek,332448.216,5781440.836
230,00,Water Control Bridge ,4,2021,2017,000,1968,Timber bridge,TB,Lady Hubble Creek,334513.02,5787071.894
231,00,Water Control Bridge ,4,2021,2017,000,1971,Timber bridge,TB,Smith Creek,334807.413,5788186.716
232,00,Water Control Bridge ,4,2021,2017,000,1972,Timber bridge,TB,Brelinski Creek,392494.007,5734397.214
233,00,PR Str. ,4,2020,2016,206,1975,Timber bridge,TB,Seine River,657027.049,5510046.352
234,00,PR Str. ,4,2021,2017,218,1977,Timber bridge,TB,Mosquito Creek,648231.396,5457615.774
237,00,Water Control Bridge ,4,2021,2017,000,1975,Timber bridge,TB,Pine River Drain,394587.187,5738304.438
240,00,Water Control Bridge ,4,2021,2017,000,1972,Timber bridge,TB,Pine River Drain,394496.785,5738223.104
241,00,PR Str. ,4,2020,2016,583,1954,Timber bridge,TB,Shell River,345413.864,5673734.851
245,00,PR Str. ,4,2019,2015,259,1963,Timber bridge,TB,Oak River,399066.637,5541743.471
250,10,Water Control Bridge ,4,2019,2015,271,1980,Timber bridge,TB,Pine River Drain,400640.494,5739604.411
252,00,Water Control Bridge ,4,2020,2016,000,1969,Timber bridge,TB,Wasyliuk Drain,394352.964,5745095.208
253,00,Water Control Bridge ,4,2020,2016,000,1973,Timber bridge,TB,Brelinski Creek,389231.208,5734356.396
254,00,Water Control Bridge ,4,2018,2016,000,1973,Timber bridge,TB,Brelinski Creek,387611.774,5734898.441
256,00,PR Str. ,4,2018,2016,256,1977,Timber bridge,TB,Jackson Creek,333132.977,5479692.017
1748,00,"PTH, PR Str. ",2,2018,2016,005,1953,Timber bridge,TB,Munson Creek,364704.344,5673295.663
276,10,Water Control Bridge ,4,2019,2015,000,1980,Timber bridge,TB,Manning Canal,647316.49,5504366.912
279,00,Water Control Bridge ,4,2018,2016,000,1973,Timber bridge,TB,Brelinski Creek,390854.88,5734156.782
281,00,Water Control Bridge ,4,2019,2016,000,1966,Timber bridge,TB,Manning Canal,669670.677,5489257.816
282,00,Water Control Bridge ,4,2020,2016,000,1966,Timber bridge,TB,Manning Canal,669815.813,5489247.468
283,00,Water Control Bridge ,4,2021,2017,000,1968,Timber bridge,TB,Manning Canal,670340.502,5488752.696
2672,00,"PTH, PR Str. ",2,2019,2017,015,1953,Timber bridge,TB,Cooks Creek Drain,662333.937,5528348.124
297,00,Water Control Bridge ,4,2018,2014,003,1969,Timber bridge,TB,Forrester Drain,591907.387,5484097.944
301,00,Water Control Bridge ,4,2018,2014,000,1968,Timber bridge,TB,"Upper Manning Canal, North Arm",668838.899,5492746.255
304,00,Water Control Bridge ,4,2020,2016,000,1968,Timber bridge,TB,"Upper Manning Canal, North Arm",669647.62,5492332.312
306,00,Water Control Bridge ,4,2020,2016,000,1968,Timber bridge,TB,"Upper Manning Canal, North Arm",670508.691,5491421.097
311,00,Water Control Bridge ,4,2019,2015,000,1975,Timber bridge,TB,Seine River Diversion,652190.25,5506688.696
312,00,Water Control Bridge ,4,2019,2015,000,1972,Timber bridge,TB,Youville Drain,654093.722,5505161.888
2707,00,"PTH, PR Str. ",2,2018,2016,034,1953,Timber bridge,TB,Squirrel Creek,503610.607,5531780.868
2708,00,"PTH, PR Str. ",2,2018,2017,034,1953,Timber bridge,TB,Squirrel Creek,504311.682,5527185.181
345,00,Water Control Bridge ,4,2018,2014,000,1973,Timber bridge,TB,Salt Creek,422348.112,5666807.536
349,00,Water Control Bridge ,4,2018,2014,000,0,Timber bridge,TB,Fish Creek,665179.624,5511970.796
350,00,Water Control Bridge ,4,2019,2015,000,2007,Timber bridge,TB,Fish Creek,666819.592,5512009.462
361,00,Water Control Bridge ,4,2019,2015,000,2007,Timber bridge,TB,Fish Creek,668460,5512047.826
367,00,Water Control Bridge ,4,2018,2014,044,0,Timber bridge,TB,Devils Creek,666725.785,5549848.337
368,00,Water Control Bridge ,4,2020,2016,000,1918,Timber bridge,TB,Icelandic River,622950.347,5641230.43
371,00,PR Str. ,4,2020,2016,330,1972,Timber bridge,TB,La Salle River,625289.216,5506095.157
376,00,Water Control Bridge ,4,2018,2016,000,1961,Timber bridge,TB,Norquay Channel,593324.54,5492337.21
