Site,Seq,Structure Designation,cycle,Inspection year,Last Inspection,Highway,Year Built,type-full,Type,Feature Intersect,UTM_X,UTM_Y
3259,10,MI Culvert ,6,2023,2017,468,1982,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Creek,441101.874,5529270.557
3280,00,Water Control Culvert ,6,2019,N/A,000,0,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Netley Creek,625620.632,5592953.733
3291,00,Water Control Culvert ,6,2022,2016,000,0,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Netley Creek,627296.929,5592188.057
3303,00,MI Culvert ,6,2018,2012,261,1977,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Glenella Drain,467712.797,5601543.856
3310,10,MI Culvert ,6,2021,2015,265,1982,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Eden Creek,464742.486,5580242.189
3317,10,MI Culvert ,6,2021,2015,478,1991,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Silver Creek,340387.124,5610377.872
3318,10,MI Culvert ,6,2020,2014,577,1982,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Heron Creek,390196.603,5617942.677
3325,00,MI Culvert ,6,2019,2017,542,0,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Drain,329640.272,5543848.195
3339,10,MI Culvert ,4,2018,2014,039,1989,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Hayward Creek,437147.523,6054679.752
3353,10,Water Control Culvert ,6,2022,2016,000,0,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,11A Drain,594874.249,5497296.297
3355,10,Water Control Culvert ,6,2022,2016,000,1981,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Domain Drain,623350.467,5497873.549
3363,00,Water Control Culvert ,6,2022,2016,000,1989,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Allison Drain,594797.519,5501552.917
3367,10,Water Control Culvert ,6,2018,N/A,201,0,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,"Buffalo Lake Channel, North Branch",594399.105,5439861.466
3370,10,Water Control Culvert ,6,2018,N/A,000,0,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Angle Drain,634541.528,5471822.968
3376,00,MI Culvert ,4,2021,2017,032,1970,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Drain,577928.241,5446088.322
3382,10,Water Control Culvert ,6,2023,2017,052,1986,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Tourond Creek,649079.149,5488622.137
3405,10,Water Control Culvert ,6,2018,N/A,000,1974,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Arnaud Drain,638492.43,5458777.793
3409,10,Water Control Culvert ,6,2018,N/A,000,0,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Ridgeville Drain,643618.734,5438958.312
3412,10,Water Control Culvert ,6,2018,N/A,000,2007,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Arnaud Drain,636422.114,5458746.422
3416,00,MI Culvert ,6,2023,2017,430,1980,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Drain,570916.92,5540971.882
3451,00,Water Control Culvert ,6,2023,2017,000,0,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Tourond Creek,659220.32,5477848.91
3466,00,Water Control Culvert ,6,2018,N/A,000,0,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,MacDonald Drain,519238.875,5448803.232
3468,00,Water Control Culvert ,6,2022,2016,000,1996,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Spruce Creek,411566.194,5657975.399
3513,10,Water Control Culvert ,6,2018,N/A,000,1986,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Selkirk Line East,688191.557,5568465.534
3554,10,Water Control Culvert ,6,2023,2017,012,1987,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,"Upper Manning Canal, North Arm",667137.989,5493915.093
3555,10,Water Control Culvert ,6,2023,2017,000,2011,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Manning Canal,663469.246,5493828.494
3558,00,MI Culvert ,6,2019,2017,216,0,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Old South Lateral Drain,652613.49,5493628.806
3562,10,MI Culvert ,6,2020,2014,391,2001,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Newunetan River,439039.605,6216691.842
3563,00,Water Control Culvert ,6,2022,2016,000,0,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Netley Creek,628411.393,5591636.196
3568,00,MI Culvert ,6,2018,2017,637,0,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Gilbert Creek,361887.814,5673611.627
3569,00,MI Culvert ,6,2018,2017,637,0,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Gilbert Creek,361915.162,5674627.082
3593,00,MI Culvert ,6,2019,2013,317,0,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Drain,706598.826,5574059.777
3601,00,MI Culvert ,6,2019,2013,317,0,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Drain,706717.611,5574081.555
3627,10,Water Control Culvert ,6,2018,N/A,981,1997,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Arbakka Drain,686432.609,5433935.416
3634,00,MI Culvert ,6,2023,2017,274,1975,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Field to Field,411520.515,5654693.734
3647,00,Water Control Culvert ,6,2022,2016,000,1994,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Franzman Drain,595256.316,5507163.221
3651,10,Water Control Culvert ,6,2023,2017,000,1971,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Little Dog Lake Drain,542735.231,5652560.235
3656,00,MI Culvert ,6,2021,2015,233,1978,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,"Fisher River, West Branch",586313.801,5663667.438
3658,00,Water Control Culvert ,6,2018,N/A,970,1979,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Meridian Drain,605616.005,5668277.73
3659,00,Water Control Culvert ,6,2022,2016,963,1977,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Rembrant Drain,619837.371,5634151.19
3663,10,Water Control Culvert ,6,2022,2016,000,1993,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Washow Bay Drain,634964,5659111
3668,00,Water Control Culvert ,6,2022,2016,000,1980,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,McTavish Drain,621561.091,5476844.736
3669,10,Water Control Culvert ,6,2022,2016,329,0,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Upper Icelandic River,611241.785,5650267.571
3680,10,Water Control Culvert ,6,2022,2016,000,1994,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Washow Bay Drain,634929,5660750
3700,00,MI Culvert ,6,2023,2017,362,1972,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Harrington Drain,420899.602,5680055.264
3706,00,MI Culvert ,6,2023,2017,274,1976,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Salt Creek Tributary,415771.995,5665184.455
3716,00,MI Culvert ,6,2021,2017,314,0,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Moose River,760227.731,5629653.049
3722,00,MI Culvert ,6,2023,2017,274,1978,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Valley River Tributary,396286.314,5674359.616
3727,00,MI Culvert ,6,2023,2017,481,1975,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Natural Drain,469950.261,5709046.897
3748,10,Water Control Culvert ,6,2022,2016,000,0,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,North Crooked Lake Drain,635121.652,5646005.642
3760,10,MI Culvert ,4,2018,N/A,408,2015,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Drain,713586.072,5545355.521
3762,10,MI Culvert ,4,2018,N/A,408,2015,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Batke Creek,712822.583,5549834.002
3770,00,MI Culvert ,4,2021,2017,011,1975,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Cattle Pass,714298.731,5541625.804
3771,00,MI Culvert ,4,2021,2017,011,0,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Creek,713023.829,5544163.921
3772,00,MI Culvert ,4,2021,2017,011,0,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Ditch,710819.516,5548453.467
3798,10,MI Culvert ,6,2021,2015,489,2012,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Garland River,413943.771,5748835.629
3803,00,Water Control Culvert ,6,2019,2017,000,0,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Fishing River,421119.138,5700809.942
3806,00,Water Control Culvert ,6,2022,2016,000,1981,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Swinowski Drain,365528.054,5779782.63
3809,00,Water Control Culvert ,6,2022,2016,000,1973,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Swinowski Drain,365551.735,5780693.18
3827,00,Water Control Culvert ,6,2022,2016,000,1978,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Ranch Creek,397632.902,5659393.38
3829,10,MI Culvert ,6,2023,2017,283,2005,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Pump Station Drain,333581.883,5958361.736
3847,00,Water Control Culvert ,6,2022,2016,000,2004,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Kemulch Creek,349782.556,5798484.101
3851,10,MI Culvert ,6,2023,2017,240,1987,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Overhill Drain,549814.876,5531160.065
3858,00,MI Culvert ,6,2023,2017,478,1970,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Drain,329608.808,5610527.487
3859,10,MI Culvert ,6,2022,2016,449,2009,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Boyne River,512711.277,5492359.866
3919,10,Water Control Culvert ,6,2018,N/A,000,0,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Tobacco Creek,575697.863,5471989.96
3940,00,Water Control Culvert ,6,2022,2016,222,0,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Drunken Point,641189.902,5632594.705
3941,00,MI Culvert ,6,2023,2017,480,1973,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Drain,460903.278,5637711.141
3961,00,MI Culvert ,6,2023,2017,432,1971,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Drain,561664.322,5437810.002
3965,00,MI Culvert ,6,2019,2017,341,1971,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Drain,450292.843,5435802.06
3970,00,MI Culvert ,6,2023,2017,306,0,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Ditch to Ditch,591109.125,5441611.502
3975,00,Water Control Culvert ,6,2018,N/A,967,0,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Icelandic River,606421.183,5640537.746
3976,10,Water Control Culvert ,6,2022,2016,000,1994,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Blackhurst Drain,609882.509,5486592.388
4026,00,MI Culvert ,4,2021,2017,023,1963,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Drain,546591.911,5469859.146
4027,00,MI Culvert ,6,2020,2014,317,1972,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Drain,707070.018,5574094.956
4037,04,MI Culvert ,6,2023,2017,001,1974,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Image Creek,519248.355,5535861.402
4052,10,MI Culvert ,6,2023,2017,216,0,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Old South Lateral Drain,652587.511,5494559.572
4053,10,MI Culvert ,6,2023,2017,216,0,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Old South Lateral Drain,652669.883,5491988.91
4055,10,MI Culvert ,6,2023,2017,216,0,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Old South Lateral Drain,652708.743,5490346.174
4056,10,MI Culvert ,6,2020,2014,373,1998,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Muhigan River,537406.657,6076091.714
4066,00,MI Culvert ,6,2023,2017,014,1978,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Ditch,587234.776,5449584.947
4078,01,MI Culvert ,4,2019,2015,001,1957,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Pine Creek,484598.881,5527688.999
4080,00,MI Culvert ,6,2023,2017,271,0,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Drain,415760.752,5739341.739
4081,00,MI Culvert ,6,2023,2017,278,1974,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Drain,488587.358,5653995.288
4114,10,Water Control Culvert ,6,2022,2016,274,2008,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Keld Drain,415611.842,5654616.58
4115,10,Water Control Culvert ,6,2022,2016,274,2008,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Keld Drain,413975.947,5654645
4117,00,MI Culvert ,6,2023,2017,274,1975,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Drain,409025.009,5654738.615
4186,00,Water Control Culvert ,6,2022,2016,000,1992,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Anderson Drain,616782.515,5469783.9
4189,00,Water Control Culvert ,6,2022,2016,000,1974,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,"Drain, To Field",370226.501,5802778.074
4194,00,MI Culvert ,6,2023,2017,268,1989,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Drain,367284.662,5784322.971
4195,00,Water Control Culvert ,6,2022,2016,000,0,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Boundary Creek,641442.538,5598507.499
4199,00,Water Control Culvert ,6,2022,2016,000,0,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Boundary Creek,641166.761,5598502.531
4207,10,Water Control Culvert ,6,2018,N/A,201,2008,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,"Buffalo Lake Channel, North Branch",599319.27,5439999.884
4219,10,MI Culvert ,6,2022,2016,304,1983,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Duncan Creek,692785.036,5655998.557
4227,00,Water Control Culvert ,6,2022,2016,000,0,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Boundary Creek,640873.329,5598501.695
4241,00,MI Culvert ,6,2019,2013,262,0,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Whirlpool Creek,437267.969,5604667.559
4270,00,MI Culvert ,6,2021,2017,308,1980,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Creek,768328.287,5459425.39
4272,00,Water Control Culvert ,6,2022,2016,000,2000,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Netley Creek,642174.863,5575513.564
4276,00,MI Culvert ,6,2019,2017,262,1977,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Drain,441931.556,5573082.146
4282,04,MI Culvert ,6,2023,2017,001,1976,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Cattle Pass,466598.835,5527727.715
4285,00,MI Culvert ,6,2018,2016,227,1976,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Perch Creek,534712.975,5550749.405
4288,00,Water Control Culvert ,6,2022,2016,000,0,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Boundary Creek,643998.813,5597305.719
4289,00,MI Culvert ,6,2023,2017,304,1972,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Drain,681523.129,5586546.081
4290,00,MI Culvert ,6,2022,2016,519,0,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Drain,640816.585,5600165.618
4308,00,MI Culvert ,6,2018,2017,346,1975,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Drain,437828.4,5473742.646
4325,00,MI Culvert ,6,2018,2012,467,1983,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Drain,352306.285,5553574.171
4326,00,MI Culvert ,6,2019,2013,467,1983,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Drain,351597.996,5555308.403
4327,00,Water Control Culvert ,6,2022,2016,000,0,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Boundary Creek,641859.193,5598088.235
4328,00,MI Culvert ,6,2020,2014,262,1976,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Creek,442515.617,5593582.1
4331,10,MI Culvert ,6,2022,2016,265,1981,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Neepawa Creek,456072.966,5582049.143
4352,01,MI Culvert ,4,2021,2017,001,1977,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Cattle Pass,484772.222,5527688.191
4352,02,MI Culvert ,4,2021,2017,001,1977,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Cattle Pass,484777.377,5527659.901
4352,04,MI Culvert ,4,2021,2017,001,1977,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Cattlepass,484777.697,5527616.816
4355,00,Water Control Culvert ,6,2022,2016,000,2000,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Stoney Creek,642152.552,5575490.089
4360,00,MI Culvert ,6,2020,2014,430,1980,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Deep Creek,570850.349,5543029.53
4375,00,Water Control Culvert ,6,2022,2016,000,1996,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Spruce Creek,410714.017,5657000.207
4379,10,MI Culvert ,6,2022,2016,464,2000,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Franklin Creek,459443.518,5559764.308
4380,00,MI Culvert ,6,2023,2017,464,0,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Drain,459447.423,5562473.393
4384,10,MI Culvert ,6,2018,2012,200,1993,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Drain,632900.333,5480857.962
4385,10,Water Control Culvert ,6,2018,N/A,000,0,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,South Shannon Creek,567690,5458571
4394,00,Water Control Culvert ,6,2022,2016,000,1968,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Salt Creek,423720.026,5668129.328
4399,00,Water Control Culvert ,6,2019,N/A,000,1978,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Gramiak Drain,610553.552,5559186.073
4416,00,MI Culvert ,6,2022,2016,322,1979,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Gramiak Drain,611641.609,5558417.291
4417,00,MI Culvert ,6,2019,2016,322,1979,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Drain,611600.993,5558852.061
4418,00,MI Culvert ,6,2022,2016,322,1979,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Gramiak Drain,609966.39,5559996.56
4431,00,MI Culvert ,6,2018,2017,246,0,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Aubigny Drain,625559.282,5475471.552
4432,00,MI Culvert ,6,2019,2013,340,1988,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Centre Line Creek,451943.155,5501737.183
4439,10,MI Culvert ,6,2020,2014,280,1981,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Orr Creek Diversion,630064.969,6219327.546
4440,00,MI Culvert ,6,2018,2016,314,1980,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Manigotagan River,759563.053,5637815.324
4450,01,MI Culvert ,4,2021,2017,012,1979,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Drain,667139.41,5496007.689
4453,00,Water Control Culvert ,6,2023,2017,000,0,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,St. Adolphe Coulee,637423.359,5506398.327
4459,00,MI Culvert ,6,2019,2017,345,0,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Drain,384593.623,5473095.646
4468,00,MI Culvert ,4,2021,2017,020,0,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Prentice Drain,430825.062,5665884.245
4476,10,MI Culvert ,6,2020,2014,391,1990,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,"Odei River, Tributary",549809.238,6193663.664
4479,00,MI Culvert ,6,2018,2016,290,1990,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Leslie Creek,793796.105,6263266.818
4498,00,PR Str. ,4,2018,N/A,710,2014,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Petopeko Creek,660674.472,5743613.137
4517,10,Water Control Culvert ,6,2022,2016,000,1997,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Drain,612201.118,5509135.552
4535,10,Water Control Culvert ,6,2018,N/A,000,0,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Hespeler Drain,603106.867,5454726.041
4554,00,Water Control Culvert ,6,2023,2017,000,0,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,South Lateral Drain,654366.998,5490379.314
4561,10,MI Culvert ,6,2021,2015,354,1997,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Wasamin Creek,417328.05,5615585.046
5000,00,Water Control Culvert ,6,2023,2017,000,0,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,South Lateral Drain,654166.795,5495304.323
5001,00,Water Control Culvert ,6,2023,2017,000,0,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,South Lateral Drain,654214.812,5493662.591
5002,00,Water Control Culvert ,6,2023,2017,000,0,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,South Lateral Drain,654263.218,5492021.998
5003,00,Water Control Culvert ,6,2023,2017,000,0,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,South Lateral Drain,657322.296,5486168.574
5009,00,Water Control Culvert ,6,2023,2017,000,1986,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Tourond Creek,657569.004,5478140.591
5508,10,Water Control Culvert ,6,2018,N/A,000,0,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,"Buffalo Lake Channel, South Branch Extension",581415.711,5432378.367
5547,00,Water Control Culvert ,6,2018,N/A,000,0,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Walkoff Coulee,571405.463,5444913.711
5584,10,Water Control Culvert ,6,2018,N/A,000,0,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Buffalo Drain,583047.188,5433056.32
5678,10,Water Control Culvert ,6,2022,2016,000,1976,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Taylor Drain,621401.994,5483851.994
6102,10,Water Control Culvert ,6,2018,N/A,000,1997,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Matychuk Drain,682612.057,5561721.55
6200,00,Water Control Culvert ,6,2023,2017,000,0,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Sibbald Creek,398334.164,5530587.407
6240,00,Water Control Culvert ,6,2022,2016,000,1977,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,"Keld Drain, South Branch",416270.592,5652979.324
6334,00,Water Control Culvert ,6,2019,N/A,000,1972,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Cox Drain,370223.638,5772643.63
6390,00,Water Control Culvert ,6,2022,2016,000,0,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,D-20 Drain,637004.744,5493273.931
6518,00,Water Control Culvert ,6,2023,2017,000,0,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Ashern Drain,537858.435,5670540.218
6524,10,Water Control Culvert ,6,2023,2017,000,1954,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Maple Creek,710863.906,5577204.657
6525,00,Water Control Culvert ,6,2018,N/A,325,1979,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Ashern Drain,547064.199,5670603.304
6526,00,Water Control Culvert ,6,2018,N/A,325,1989,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Ashern Drain,546077.442,5670608.584
6571,00,Water Control Culvert ,6,2023,2017,000,1971,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Marchand West Drain,687181.277,5475348.723
6573,00,Water Control Culvert ,6,2023,2017,000,1998,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Joubert Creek,671227.804,5461400.608
6579,00,Water Control Culvert ,6,2023,2017,000,,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Little Dog Lake Drain,542439.127,5652746.982
6586,00,Water Control Culvert ,6,2023,2017,000,0,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Harrison Drain,527978.488,5709509.378
6593,00,Water Control Culvert ,6,2023,2017,000,0,"Steel culvert, includes SPCMP, CMP, Helical, Arch, ellipse, etc.",SP,Harrison Drain,527963.972,5709443.637
